TEST_ID	DATETIME_UTC	START_DATETIME_UTC	TEST_TYPE	APP_PLATFORM	APP_VERSION	ENGINE_VERSION	DEVICE_UUID	DEVICE_ALIAS	DEVICE	DEVICE_HWBRAND	DEVICE_HWMODEL	DEVICE_HACKED	DEVICE_BOARD_BRAND	DEVICE_BOARD_MODEL	DEVICE_CPU_BRAND	DEVICE_CPU_MODEL	DEVICE_CPU_ARCH	DEVICE_CPU_FREQUENCY	DEVICE_CPU_CORES	DEVICE_CPU_AES_SUPPORT	DEVICE_RAM	OS_NAME	OS_VERSION	OS_LOCALE	OS_KERNEL_TYPE	OS_KERNEL_VERSION	IP_VERSION	IPV4	IPV6	ISP	MOBILE_ISP	NET_TYPE	NET_TECHNO	NET_COMMENT	NET_NAME	NET_BEST_DOWNLINK_SPEED	NET_BEST_UPLINK_SPEED	MOBILE_SIM_MCC	MOBILE_SIM_MNC	MOBILE_SIM_OP	MOBILE_APN	RA_START_MODE	RA_START_CELL_GEN	RA_START_NET_MCC	RA_START_NET_MNC	RA_START_CELL_ID	RA_START_BASE_STATION_ID	RA_START_NETWORK_ID	RA_START_SYSTEM_ID	RA_START_LAC	RA_START_TAC	RA_START_PSC	RA_START_PCI	RA_START_CID	RA_START_RNC	RA_START_ENB	RA_START_ARFCN	RA_START_BANDWIDTH	RA_START_RSSI	RA_START_RSCP	RA_START_RSRP	RA_START_RSRQ	RA_START_RSSNR	RA_START_CQI	RA_START_ASU	RA_START_ECIO	RA_START_BER	RA_START_SNR	RA_START_CSI_RSRP	RA_START_CSI_RSRQ	RA_START_CSI_SINR	RA_START_SS_RSRP	RA_START_SS_RSRQ	RA_START_SS_SINR	RA_START_LEVEL	RA_START_TIMING_ADVANCE	RA_START_CARRIERS	RA_BEST_MODE	RA_BEST_CELL_GEN	RA_BEST_NET_MCC	RA_BEST_NET_MNC	RA_BEST_CELL_ID	RA_BEST_BASE_STATION_ID	RA_BEST_NETWORK_ID	RA_BEST_SYSTEM_ID	RA_BEST_LAC	RA_BEST_TAC	RA_BEST_PSC	RA_BEST_PCI	RA_BEST_CID	RA_BEST_RNC	RA_BEST_ENB	RA_BEST_ARFCN	RA_BEST_BANDWIDTH	RA_BEST_RSSI	RA_BEST_RSCP	RA_BEST_RSRP	RA_BEST_RSRQ	RA_BEST_RSSNR	RA_BEST_CQI	RA_BEST_ASU	RA_BEST_ECIO	RA_BEST_BER	RA_BEST_SNR	RA_BEST_CSI_RSRP	RA_BEST_CSI_RSRQ	RA_BEST_CSI_SINR	RA_BEST_SS_RSRP	RA_BEST_SS_RSRQ	RA_BEST_SS_SINR	RA_BEST_LEVEL	RA_BEST_TIMING_ADVANCE	RA_BEST_CARRIERS	RA_END_MODE	RA_END_CELL_GEN	RA_END_NET_MCC	RA_END_NET_MNC	RA_END_CELL_ID	RA_END_BASE_STATION_ID	RA_END_NETWORK_ID	RA_END_SYSTEM_ID	RA_END_LAC	RA_END_TAC	RA_END_PSC	RA_END_PCI	RA_END_CID	RA_END_RNC	RA_END_ENB	RA_END_ARFCN	RA_END_BANDWIDTH	RA_END_RSSI	RA_END_RSCP	RA_END_RSRP	RA_END_RSRQ	RA_END_RSSNR	RA_END_CQI	RA_END_ASU	RA_END_ECIO	RA_END_BER	RA_END_SNR	RA_END_CSI_RSRP	RA_END_CSI_RSRQ	RA_END_CSI_SINR	RA_END_SS_RSRP	RA_END_SS_RSRQ	RA_END_SS_SINR	RA_END_LEVEL	RA_END_TIMING_ADVANCE	RA_END_CARRIERS	WIFI_BSSID	WIFI_FREQUENCY	WIFI_SPOT	LOCATION_START_TYPE	LOCATION_START_FAKE	LOCATION_START_ACCURACY	LOCATION_START_LAT	LOCATION_START_LNG	LOCATION_START_ALTITUDE	LOCATION_START_ALTITUDE_ACCURACY	LOCATION_START_COUNTRY	LOCATION_START_AAL1	LOCATION_START_AAL2	LOCATION_START_LOCALITY	LOCATION_START_FULL_ADDRESS	LOCATION_END_TYPE	LOCATION_END_FAKE	LOCATION_END_ACCURACY	LOCATION_END_LAT	LOCATION_END_LNG	LOCATION_END_ALTITUDE	LOCATION_END_ALTITUDE_ACCURACY	LOCATION_END_COUNTRY	LOCATION_END_AAL1	LOCATION_END_AAL2	LOCATION_END_LOCALITY	LOCATION_END_FULL_ADDRESS	ENV_START_BATTERY_LEVEL	ENV_START_BATTERY_CHARGING	ENV_END_BATTERY_LEVEL	ENV_END_BATTERY_CHARGING	SPEED_STATUS	SPEED_SERVER_POOL_ID	SPEED_SERVER_POOL_TYPE	SPEED_SERVER_POOL_NAME	SPEED_SERVER_POOL_COUNTRY	SPEED_SERVER_POOL_LOCALITY	SPEED_SERVER_POOL_AUTOSELECT	SPEED_DOWNLOAD_AVG_EXCL_SLOWSTART	SPEED_DOWNLOAD_AVG_INC_SLOWSTART	SPEED_DOWNLOAD_PEAK	SPEED_DOWNLOAD_DURATION	SPEED_DOWNLOAD_CONNECTIONS	SPEED_DOWNLOAD_SLOWSTART_DURATION	SPEED_DOWNLOAD_CONNECTION_TIME	SPEED_DOWNLOAD_TLS_HANDSHAKE_TIME	SPEED_DOWNLOAD_PACKETLOSS	SPEED_DOWNLOAD_LOADED_LATENCY	SPEED_DOWNLOAD_LOADED_JITTER	SPEED_DOWNLOAD_BYTES_TRANSFERRED	SPEED_UPLOAD_AVG_EXCL_SLOWSTART	SPEED_UPLOAD_AVG_INC_SLOWSTART	SPEED_UPLOAD_PEAK	SPEED_UPLOAD_DURATION	SPEED_UPLOAD_CONNECTIONS	SPEED_UPLOAD_SLOWSTART_DURATION	SPEED_UPLOAD_CONNECTION_TIME	SPEED_UPLOAD_TLS_HANDSHAKE_TIME	SPEED_UPLOAD_LOADED_LATENCY	SPEED_UPLOAD_LOADED_JITTER	SPEED_UPLOAD_BYTES_TRANSFERRED	SPEED_LATENCY_AVG	SPEED_LATENCY_MIN	SPEED_LATENCY_JITTER	SPEED_LATENCY_SAMPLES	SPEED_PROTOCOL	SPEED_SOURCE_PORT_RANGE_MIN	SPEED_SOURCE_PORT_RANGE_MAX	FILE_SIZE	FILE_TYPE	FILE_URL	BROWSE_STATUS	BROWSE_PR	BROWSE_URL	BROWSE_URL_STATUS	BROWSE_URL_LOADING_TIME	BROWSE_URL_FCP	BROWSE_URL_WEIGHT	BROWSE_URL_PR	BROWSE_URL_INDEX	STREAM_QUALITY	STREAM_STATUS	STREAM_PR	STREAM_QUALITY_STATUS	STREAM_QUALITY_TOTAL_TIME	STREAM_QUALITY_PRELOADING_TIME	STREAM_QUALITY_REBUFFERING_TIME	STREAM_QUALITY_WEIGHT	STREAM_QUALITY_PR	STREAM_CODE	BYTES_TRANSFERRED	FLEET_CODE	FLEET_NAME	SCENARIO_ID	SCENARIO_NAME	SCHEDULING_NAME	EXTRA_SCRIPT	EXTRA_VALUE	WIFI_START_RSSI	WIFI_BEST_RSSI	WIFI_END_RSSI	SCHEDULED	MOBILE_MSISDN	SPEED_LATENCY_MEDIAN	SCENARIO_RUN_ID	DEVICE_ID	ISP_ID	MOBILE_ISP_ID	FORM_NAME
3519211173725506	"2024-06-14 11:33:50"	"2024-06-14 11:33:21"	streaming	android	1.11.0	3.15.0	2bbfd90b-ec83-3a8d-b163-b84e4f61b09f	"Emil Orange"	"Samsung Galaxy A54"	samsung	SM-A546B	0				"ARM 0xd41"	aarch64	0	8	0	7799480320	android	14	ro	Linux		4	109.166.130.94		"Orange Mobile RO"	"Orange Mobile RO"	mobile	Mobile	"Cellular network"	Orange			226	10	orange		lteca	4	226	10	2808578					10115		199	2		10971	1600		-69		-69	-5	18	13	53										4	5	1|7001|4|lte|;;1600;199;;|;;;;;	lteca	4	226	10	2808578					10115		199	2		10971	1600		-67		-70	-10	13	13											4	5		lteca	4	226	10	2808578					10115		199	2		10971	1600		-71		-71	-10	2	7	56										4	5					gps	0	3	44.43296	26.08415	112		ro			Bucharest	"Institutul de Biologie si Patologie Celulara ""Nicolae Simionescu"", 8, Strada Bogdan Petriceicu Hașdeu, Dealul Spirii, Sector 5, Bucharest, 050096, Romania"	gps	0	2	44.43344	26.08513	112		ro			Bucharest	"Pod Hașdeu, Splaiul Independenței, Dealul Spirii, Sector 5, Bucharest, 050916, Romania"	95		95																																																			360	OK	88.83	OK	11261	1187	0	519796	89.45	72etp8S3ojQ	1860461	KCXNT9	"Ancom 1"	14574	"Demo "							0			8cf4dad7-9ec9-59c6-b233-3f8e2b6b1204	9304	171614	171614	
3519211173725506	"2024-06-14 11:33:50"	"2024-06-14 11:33:21"	streaming	android	1.11.0	3.15.0	2bbfd90b-ec83-3a8d-b163-b84e4f61b09f	"Emil Orange"	"Samsung Galaxy A54"	samsung	SM-A546B	0				"ARM 0xd41"	aarch64	0	8	0	7799480320	android	14	ro	Linux		4	109.166.130.94		"Orange Mobile RO"	"Orange Mobile RO"	mobile	Mobile	"Cellular network"	Orange			226	10	orange		lteca	4	226	10	2808578					10115		199	2		10971	1600		-69		-69	-5	18	13	53										4	5	1|7001|4|lte|;;1600;199;;|;;;;;	lteca	4	226	10	2808578					10115		199	2		10971	1600		-67		-70	-10	13	13											4	5		lteca	4	226	10	2808578					10115		199	2		10971	1600		-71		-71	-10	2	7	56										4	5					gps	0	3	44.43296	26.08415	112		ro			Bucharest	"Institutul de Biologie si Patologie Celulara ""Nicolae Simionescu"", 8, Strada Bogdan Petriceicu Hașdeu, Dealul Spirii, Sector 5, Bucharest, 050096, Romania"	gps	0	2	44.43344	26.08513	112		ro			Bucharest	"Pod Hașdeu, Splaiul Independenței, Dealul Spirii, Sector 5, Bucharest, 050916, Romania"	95		95																																																			720	OK	88.83	OK	11393	1336	0	1340665	88.21	72etp8S3ojQ	1860461	KCXNT9	"Ancom 1"	14574	"Demo "							0			8cf4dad7-9ec9-59c6-b233-3f8e2b6b1204	9304	171614	171614	
3519211111588644	"2024-06-14 11:33:20"	"2024-06-14 11:33:14"	browse	android	1.11.0	3.15.0	2bbfd90b-ec83-3a8d-b163-b84e4f61b09f	"Emil Orange"	"Samsung Galaxy A54"	samsung	SM-A546B	0				"ARM 0xd41"	aarch64	0	8	0	7799480320	android	14	ro	Linux		4	109.166.130.94		"Orange Mobile RO"	"Orange Mobile RO"	mobile	Mobile	"Cellular network"	Orange			226	10	orange		lteca	4	226	10	2808578					10115		199	2		10971	1600		-69		-68	-6	22	13	54										4	5	1|7001|4|lte|;;1600;199;;|;;;;;	lteca	4	226	10	2808578					10115		199	2		10971	1600		-69		-68	-6	22	13	54										4	5		lteca	4	226	10	2808578					10115		199	2		10971	1600		-71		-69	-5	18	13	53										4	5					gps	0	3	44.43296	26.08415	112		ro			Bucharest	"Institutul de Biologie si Patologie Celulara ""Nicolae Simionescu"", 8, Strada Bogdan Petriceicu Hașdeu, Dealul Spirii, Sector 5, Bucharest, 050096, Romania"	gps	0	3	44.43296	26.08415	112		ro			Bucharest	"Institutul de Biologie si Patologie Celulara ""Nicolae Simionescu"", 8, Strada Bogdan Petriceicu Hașdeu, Dealul Spirii, Sector 5, Bucharest, 050096, Romania"	95		95																																										OK	80.97	https://www.ancom.ro/en/	OK	1903	845	1874911	80.97												1874911	KCXNT9	"Ancom 1"	14574	"Demo "							0			8cf4dad7-9ec9-59c6-b233-3f8e2b6b1204	9304	171614	171614	
3519211098509465	"2024-06-14 11:33:14"	"2024-06-14 11:33:01"	speedLatency	android	1.11.0	3.15.0	2bbfd90b-ec83-3a8d-b163-b84e4f61b09f	"Emil Orange"	"Samsung Galaxy A54"	samsung	SM-A546B	0				"ARM 0xd41"	aarch64	0	8	0	7799480320	android	14	ro	Linux		4	109.166.130.94		"Orange Mobile RO"	"Orange Mobile RO"	mobile	Mobile	"Cellular network"	Orange			226	10	orange		lteca	4	226	10	2808578					10115		199	2		10971	1600		-77		-78	-9	11	12	51										4	5	1|7001|4|lte|;;1600;199;;|;;;;;	lteca	4	226	10	2808578					10115		199	2		10971	1600		-67		-67	-8	17	12	53										4	5		lteca	4	226	10	2808578					10115		199	2		10971	1600		-69		-68	-6	22	13	54										4	5					gps	0	3	44.43282	26.08416	111		ro			Bucharest	"Institutul de Biologie si Patologie Celulara ""Nicolae Simionescu"", 8, Strada Bogdan Petriceicu Hașdeu, Dealul Spirii, Sector 5, Bucharest, 050096, Romania"	gps	0	3	44.43296	26.08415	112		ro			Bucharest	"Institutul de Biologie si Patologie Celulara ""Nicolae Simionescu"", 8, Strada Bogdan Petriceicu Hașdeu, Dealul Spirii, Sector 5, Bucharest, 050096, Romania"	95		95		OK	5545	ps	"RO DataPacket 10G - Bucharest"	ro	Bucharest	1	0	0	0	0	0	0	0						0	0	0	0	0	0	0					26	16	18	10	http																									0	KCXNT9	"Ancom 1"	14574	"Demo "							0		30	8cf4dad7-9ec9-59c6-b233-3f8e2b6b1204	9304	171614	171614	
3519211071288022	"2024-06-14 11:33:00"	"2024-06-14 11:32:52"	speedUpload	android	1.11.0	3.15.0	2bbfd90b-ec83-3a8d-b163-b84e4f61b09f	"Emil Orange"	"Samsung Galaxy A54"	samsung	SM-A546B	0				"ARM 0xd41"	aarch64	0	8	0	7799480320	android	14	ro	Linux		4	109.166.130.94		"Orange Mobile RO"	"Orange Mobile RO"	mobile	Mobile	"Cellular network"	Orange			226	10	orange		lteca	4	226	10	2808578					10115		199	2		10971	1600		-83		-81	-11	11	12	52										4	5	1|7001|4|lte|;;1600;199;;|;;;;;	lteca	4	226	10	2808578					10115		199	2		10971	1600		-79		-80	-9	11	12	50										4	5		lteca	4	226	10	2808578					10115		199	2		10971	1600		-79		-78	-9	12	14	52										4	5					gps	0	2	44.43233	26.08408	110		ro			Bucharest	"Institutul de Biologie si Patologie Celulara ""Nicolae Simionescu"", 8, Strada Bogdan Petriceicu Hașdeu, Dealul Spirii, Sector 5, Bucharest, 050096, Romania"	gps	0	3	44.43272	26.08414	111		ro			Bucharest	"Institutul de Biologie si Patologie Celulara ""Nicolae Simionescu"", 8, Strada Bogdan Petriceicu Hașdeu, Dealul Spirii, Sector 5, Bucharest, 050096, Romania"	95		95		OK	5545	ps	"RO DataPacket 10G - Bucharest"	ro	Bucharest	1	0	0	0	0	0	0	0						27732	27732	49040	5022	8	0	45		51.436	42.684	17409310	0	0	0	0	http	33036	33112																							17409310	KCXNT9	"Ancom 1"	14574	"Demo "							0		0	8cf4dad7-9ec9-59c6-b233-3f8e2b6b1204	9304	171614	171614	
3519211053505442	"2024-06-14 11:32:52"	"2024-06-14 11:32:44"	speedDownload	android	1.11.0	3.15.0	2bbfd90b-ec83-3a8d-b163-b84e4f61b09f	"Emil Orange"	"Samsung Galaxy A54"	samsung	SM-A546B	0				"ARM 0xd41"	aarch64	0	8	0	7799480320	android	14	ro	Linux		4	109.166.130.94		"Orange Mobile RO"	"Orange Mobile RO"	mobile	Mobile	"Cellular network"	Orange			226	10	orange		lteca	4	226	10	2808578					10115		199	2		10971	1600		-81		-80	-7	11	11											4	5	1|7001|4|lte|;;1600;199;;|;;;;;	lteca	4	226	10	2808578					10115		199	2		10971	1600		-81		-80	-7	11	11											4	5		lteca	4	226	10	2808578					10115		199	2		10971	1600		-81		-81	-11	11	12	52										4	5					gps	0	3	44.43175	26.08398	109		ro			Bucharest	"Institutul de Biologie si Patologie Celulara ""Nicolae Simionescu"", 8, Strada Bogdan Petriceicu Hașdeu, Dealul Spirii, Sector 5, Bucharest, 050096, Romania"	gps	0	2	44.43221	26.08406	110		ro			Bucharest	"Institutul de Biologie si Patologie Celulara ""Nicolae Simionescu"", 8, Strada Bogdan Petriceicu Hașdeu, Dealul Spirii, Sector 5, Bucharest, 050096, Romania"	95		95		OK	5545	ps	"RO DataPacket 10G - Bucharest"	ro	Bucharest	1	58800	58800	68707	5041	8	0	24		0	114.017	13.331	37051760	0	0	0	0	0	0	0					0	0	0	0	http	33508	33570																							37051760	KCXNT9	"Ancom 1"	14574	"Demo "							0		0	8cf4dad7-9ec9-59c6-b233-3f8e2b6b1204	9304	171614	171614	
3519211034958353	"2024-06-14 11:32:43"	"2024-06-14 11:32:13"	streaming	android	1.11.0	3.15.0	2bbfd90b-ec83-3a8d-b163-b84e4f61b09f	"Emil Orange"	"Samsung Galaxy A54"	samsung	SM-A546B	0				"ARM 0xd41"	aarch64	0	8	0	7799480320	android	14	ro	Linux		4	109.166.130.94		"Orange Mobile RO"	"Orange Mobile RO"	mobile	Mobile	"Cellular network"	Orange			226	10	orange		lte	4	226	10	3722498					10113		15	2		14541	1600		-89		-88	-10	2	6	48										3	3	1|7001|4|lte|;;1600;15;;|;;;;;	lteca	4	226	10	2808578					10115		199	2		10971	1600		-69		-78	-10	8	12	62										4	5		lteca	4	226	10	2808578					10115		199	2		10971	1600		-81		-80	-8	16	10											4	5					gps	0	2	44.43046	26.0844	106		ro			Bucharest	"Bulevardul Națiunile Unite, Dealul Spirii, Sector 5, Bucharest, 050096, Romania"	gps	0	3	44.43161	26.08396	110		ro			Bucharest	"10, Strada Bogdan Petriceicu Hașdeu, Dealul Spirii, Sector 5, Bucharest, 050096, Romania"	96		95																																																			360	OK	89.02	OK	11264	1165	0	537946	89.6	72etp8S3ojQ	1873999	KCXNT9	"Ancom 1"	14574	"Demo "							0			fe3acd74-4184-5d26-9b8b-f8514d52f2a9	9304	171614	171614	
3519211034958353	"2024-06-14 11:32:43"	"2024-06-14 11:32:13"	streaming	android	1.11.0	3.15.0	2bbfd90b-ec83-3a8d-b163-b84e4f61b09f	"Emil Orange"	"Samsung Galaxy A54"	samsung	SM-A546B	0				"ARM 0xd41"	aarch64	0	8	0	7799480320	android	14	ro	Linux		4	109.166.130.94		"Orange Mobile RO"	"Orange Mobile RO"	mobile	Mobile	"Cellular network"	Orange			226	10	orange		lte	4	226	10	3722498					10113		15	2		14541	1600		-89		-88	-10	2	6	48										3	3	1|7001|4|lte|;;1600;15;;|;;;;;	lteca	4	226	10	2808578					10115		199	2		10971	1600		-69		-78	-10	8	12	62										4	5		lteca	4	226	10	2808578					10115		199	2		10971	1600		-81		-80	-8	16	10											4	5					gps	0	2	44.43046	26.0844	106		ro			Bucharest	"Bulevardul Națiunile Unite, Dealul Spirii, Sector 5, Bucharest, 050096, Romania"	gps	0	3	44.43161	26.08396	110		ro			Bucharest	"10, Strada Bogdan Petriceicu Hașdeu, Dealul Spirii, Sector 5, Bucharest, 050096, Romania"	96		95																																																			720	OK	89.02	OK	11372	1314	0	1336053	88.45	72etp8S3ojQ	1873999	KCXNT9	"Ancom 1"	14574	"Demo "							0			fe3acd74-4184-5d26-9b8b-f8514d52f2a9	9304	171614	171614	
3519210972059104	"2024-06-14 11:32:12"	"2024-06-14 11:32:06"	browse	android	1.11.0	3.15.0	2bbfd90b-ec83-3a8d-b163-b84e4f61b09f	"Emil Orange"	"Samsung Galaxy A54"	samsung	SM-A546B	0				"ARM 0xd41"	aarch64	0	8	0	7799480320	android	14	ro	Linux		4	109.166.130.94		"Orange Mobile RO"	"Orange Mobile RO"	mobile	Mobile	"Cellular network"	Orange			226	10	orange		lteca	4	226	10	2808578					10115		199	2		10971	1600		-87		-87	-14	-2	8	50										3	5	1|7001|4|lte|;;1600;199;;|;;;;;	lteca	4	226	10	2808578					10115		199	2		10971	1600		-87		-87	-14	-2	8	50										3	5		lteca	4	226	10	3722498					10113		15	2		14541	1600		-91		-89	-12	-2	6											3	3					gps	0	2	44.43057	26.08487	107		ro			Bucharest	"Bulevardul Națiunile Unite, Dealul Spirii, Sector 5, Bucharest, 050096, Romania"	gps	0	2	44.43051	26.08456	107		ro			Bucharest	"Bulevardul Națiunile Unite, Dealul Spirii, Sector 5, Bucharest, 050096, Romania"	96		96																																										OK	86.17	https://www.ancom.ro/en/	OK	1383	730	1904215	86.17												1904215	KCXNT9	"Ancom 1"	14574	"Demo "							0			fe3acd74-4184-5d26-9b8b-f8514d52f2a9	9304	171614	171614	
3519210959776504	"2024-06-14 11:32:06"	"2024-06-14 11:31:54"	speedLatency	android	1.11.0	3.15.0	2bbfd90b-ec83-3a8d-b163-b84e4f61b09f	"Emil Orange"	"Samsung Galaxy A54"	samsung	SM-A546B	0				"ARM 0xd41"	aarch64	0	8	0	7799480320	android	14	ro	Linux		4	109.166.130.94		"Orange Mobile RO"	"Orange Mobile RO"	mobile	Mobile	"Cellular network"	Orange			226	10	orange		lte	4	226	10	3722498					10113		15	2		14541	1600		-81		-80	-12	0	10	57										4	7	1|7001|4|lte|;;1600;15;;|;;;;;	lteca	4	226	10	2808578					10115		199	2		10971	1600		-87		-86	-13	1	8	52										3	5		lteca	4	226	10	2808578					10115		199	2		10971	1600		-87		-86	-13	1	8	52										3	5					gps	0	3	44.43056	26.08599	110		ro			Bucharest	"Palatul Parlamentului, Bulevardul Națiunile Unite, Centrul Civic, Sector 5, Bucharest, 050563, Romania"	gps	0	2	44.43058	26.08495	108		ro			Bucharest	"Bulevardul Națiunile Unite, Dealul Spirii, Sector 5, Bucharest, 050096, Romania"	96		96		OK	5545	ps	"RO DataPacket 10G - Bucharest"	ro	Bucharest	1	0	0	0	0	0	0	0						0	0	0	0	0	0	0					29	22	16	10	http																									0	KCXNT9	"Ancom 1"	14574	"Demo "							0		27	fe3acd74-4184-5d26-9b8b-f8514d52f2a9	9304	171614	171614	
3519210933644273	"2024-06-14 11:31:53"	"2024-06-14 11:31:45"	speedUpload	android	1.11.0	3.15.0	2bbfd90b-ec83-3a8d-b163-b84e4f61b09f	"Emil Orange"	"Samsung Galaxy A54"	samsung	SM-A546B	0				"ARM 0xd41"	aarch64	0	8	0	7799480320	android	14	ro	Linux		4	109.166.130.94		"Orange Mobile RO"	"Orange Mobile RO"	mobile	Mobile	"Cellular network"	Orange			226	10	orange		lte	4	226	10	3722498					10113		15	2		14541	1600		-75		-77	-9	6	9											4	7	1|7001|4|lte|;;1600;15;;|;;;;;	lte	4	226	10	3722498					10113		15	2		14541	1600		-75		-77	-9	6	9											4	7		lte	4	226	10	3722498					10113		15	2		14541	1600		-81		-80	-12	0	10	57										4	7					gps	0	2	44.43051	26.08667	111		ro			Bucharest	"Palatul Parlamentului, Bulevardul Națiunile Unite, Centrul Civic, Sector 5, Bucharest, 050563, Romania"	gps	0	3	44.43055	26.08609	111		ro			Bucharest	"Palatul Parlamentului, Bulevardul Națiunile Unite, Centrul Civic, Sector 5, Bucharest, 050563, Romania"	96		96		OK	5545	ps	"RO DataPacket 10G - Bucharest"	ro	Bucharest	1	0	0	0	0	0	0	0						21521	21521	25613	5026	8	0	28		66.901	44.408	13521119	0	0	0	0	http	45354	45354																							13521119	KCXNT9	"Ancom 1"	14574	"Demo "							0		0	fe3acd74-4184-5d26-9b8b-f8514d52f2a9	9304	171614	171614	
3519210916419512	"2024-06-14 11:31:45"	"2024-06-14 11:31:37"	speedDownload	android	1.11.0	3.15.0	2bbfd90b-ec83-3a8d-b163-b84e4f61b09f	"Emil Orange"	"Samsung Galaxy A54"	samsung	SM-A546B	0				"ARM 0xd41"	aarch64	0	8	0	7799480320	android	14	ro	Linux		4	109.166.130.94		"Orange Mobile RO"	"Orange Mobile RO"	mobile	Mobile	"Cellular network"	Orange			226	10	orange		lte	4	226	10	3722498					10113		15	2		14541	1600		-91		-86	-11	0	10	50										3	7	1|7001|4|lte|;;1600;15;;|;;;;;	lte	4	226	10	3722498					10113		15	2		14541	1600		-75		-77	-9	6	9											4	7		lte	4	226	10	3722498					10113		15	2		14541	1600		-75		-77	-9	6	9											4	7					gps	0	2	44.43045	26.08739	111		ro			Bucharest	"Palatul Parlamentului, Bulevardul Națiunile Unite, Centrul Civic, Sector 5, Bucharest, 050563, Romania"	gps	0	2	44.43049	26.08685	111		ro			Bucharest	"Palatul Parlamentului, Bulevardul Națiunile Unite, Centrul Civic, Sector 5, Bucharest, 050563, Romania"	96		96		OK	5545	ps	"RO DataPacket 10G - Bucharest"	ro	Bucharest	1	28363	28363	39760	5024	8	0	26		0	101.031	9.991	17812080	0	0	0	0	0	0	0					0	0	0	0	http	51318	51382																							17812080	KCXNT9	"Ancom 1"	14574	"Demo "							0		0	fe3acd74-4184-5d26-9b8b-f8514d52f2a9	9304	171614	171614	
3519210897646047	"2024-06-14 11:31:36"	"2024-06-14 11:31:06"	streaming	android	1.11.0	3.15.0	2bbfd90b-ec83-3a8d-b163-b84e4f61b09f	"Emil Orange"	"Samsung Galaxy A54"	samsung	SM-A546B	0				"ARM 0xd41"	aarch64	0	8	0	7799480320	android	14	ro	Linux		4	109.166.130.94		"Orange Mobile RO"	"Orange Mobile RO"	mobile	Mobile	"Cellular network"	Orange			226	10	orange		lte	4	226	10	3722498					10113		15	2		14541	1600		-87		-87	-13	-6	6	49										3	7	1|7001|4|lte|;;1600;15;;|;;;;;	lte	4	226	10	3722498					10113		15	2		14541	1600		-81		-83	-12	-1	6	57										4	7		lte	4	226	10	3722498					10113		15	2		14541	1600		-85		-86	-12	-2	7	50										3	7					gps	0	2	44.43026	26.08995	113		ro			Bucharest	"Bulevardul Națiunile Unite, Dealul Spirii, Sector 5, Bucharest, 010865, Romania"	gps	0	3	44.43043	26.08754	111		ro			Bucharest	"Palatul Parlamentului, Bulevardul Națiunile Unite, Centrul Civic, Sector 5, Bucharest, 050563, Romania"	96		96																																																			360	OK	88.85	OK	11340	1246	0	553815	89.04	72etp8S3ojQ	1868722	KCXNT9	"Ancom 1"	14574	"Demo "							0			a8bbbed0-334b-52aa-9f21-28da7f103c59	9304	171614	171614	
3519210897646047	"2024-06-14 11:31:36"	"2024-06-14 11:31:06"	streaming	android	1.11.0	3.15.0	2bbfd90b-ec83-3a8d-b163-b84e4f61b09f	"Emil Orange"	"Samsung Galaxy A54"	samsung	SM-A546B	0				"ARM 0xd41"	aarch64	0	8	0	7799480320	android	14	ro	Linux		4	109.166.130.94		"Orange Mobile RO"	"Orange Mobile RO"	mobile	Mobile	"Cellular network"	Orange			226	10	orange		lte	4	226	10	3722498					10113		15	2		14541	1600		-87		-87	-13	-6	6	49										3	7	1|7001|4|lte|;;1600;15;;|;;;;;	lte	4	226	10	3722498					10113		15	2		14541	1600		-81		-83	-12	-1	6	57										4	7		lte	4	226	10	3722498					10113		15	2		14541	1600		-85		-86	-12	-2	7	50										3	7					gps	0	2	44.43026	26.08995	113		ro			Bucharest	"Bulevardul Națiunile Unite, Dealul Spirii, Sector 5, Bucharest, 010865, Romania"	gps	0	3	44.43043	26.08754	111		ro			Bucharest	"Palatul Parlamentului, Bulevardul Națiunile Unite, Centrul Civic, Sector 5, Bucharest, 050563, Romania"	96		96																																																			720	OK	88.85	OK	11353	1286	0	1314907	88.65	72etp8S3ojQ	1868722	KCXNT9	"Ancom 1"	14574	"Demo "							0			a8bbbed0-334b-52aa-9f21-28da7f103c59	9304	171614	171614	
